2
Plane Number_0
Hazard	(3.90, 0.00, 452.31)
Hazard	(4.02, 0.00, 453.43)
Hazard	(5.72, 0.00, 464.50)
Hazard	(6.82, 0.00, 487.85)
Hazard	(3.39, 0.00, 491.20)
Hazard	(-1.43, 0.00, 490.80)
Hazard	(-3.82, 0.00, 487.73)
Hazard	(-5.52, 0.00, 482.29)
Hazard	(-5.80, 0.00, 477.52)
Hazard	(-6.21, 0.00, 472.22)
Hazard	(-7.65, 0.00, 468.09)
Hazard	(-7.11, 0.00, 462.84)
Hazard	(-6.51, 0.00, 458.61)
Hazard	(-8.22, 0.00, 455.34)
Hazard	(-12.38, 0.00, 452.14)
Hazard	(-14.60, 0.00, 447.39)
Hazard	(-15.81, 0.00, 441.36)
Hazard	(-15.50, 0.00, 435.77)
Hazard	(-13.34, 0.00, 433.54)
Plane Number_0
OB	(-13.78, 0.00, 430.96)
OB	(-14.22, 0.00, 428.38)
OB	(-16.68, 0.00, 423.64)
OB	(-16.02, 0.00, 418.67)
OB	(-15.77, 0.00, 413.48)
OB	(-18.34, 0.00, 407.98)
OB	(-19.15, 0.00, 402.18)
OB	(-15.73, 0.00, 399.24)
OB	(-8.87, 0.00, 398.32)
OB	(-1.50, 0.00, 401.33)
OB	(2.31, 0.00, 408.40)
OB	(2.19, 0.00, 419.81)
OB	(2.13, 0.00, 431.39)
OB	(2.83, 0.00, 443.06)
Plane Number_1
Hazard	(-38.18, 0.00, 293.02)
Hazard	(-37.84, 0.00, 294.88)
Hazard	(-41.04, 0.00, 304.18)
Hazard	(-46.65, 0.00, 316.27)
Hazard	(-49.63, 0.00, 325.41)
Hazard	(-51.01, 0.00, 334.97)
Hazard	(-50.09, 0.00, 343.56)
Hazard	(-53.64, 0.00, 347.35)
Hazard	(-57.87, 0.00, 347.68)
Hazard	(-61.18, 0.00, 347.24)
Hazard	(-65.10, 0.00, 346.11)
Hazard	(-69.12, 0.00, 343.27)
Hazard	(-71.52, 0.00, 338.56)
Hazard	(-72.75, 0.00, 334.03)
Plane Number_1
OB	(-73.70, 0.00, 329.78)
OB	(-74.66, 0.00, 325.53)
OB	(-77.67, 0.00, 319.48)
OB	(-81.49, 0.00, 314.81)
OB	(-86.78, 0.00, 308.30)
OB	(-90.41, 0.00, 302.32)
OB	(-91.33, 0.00, 293.13)
OB	(-87.53, 0.00, 285.06)
OB	(-82.43, 0.00, 279.28)
OB	(-73.13, 0.00, 275.77)
OB	(-63.18, 0.00, 275.27)
OB	(-53.46, 0.00, 275.71)
OB	(-45.78, 0.00, 277.80)
OB	(-41.71, 0.00, 282.54)
OB	(-39.22, 0.00, 287.24)
