2
Plane Number_0
Hazard	(22.19, 0.00, 297.00)
Hazard	(26.09, 0.00, 294.28)
Hazard	(30.00, 0.00, 294.52)
Hazard	(33.31, 0.00, 298.40)
Hazard	(37.13, 0.00, 298.78)
Hazard	(40.55, 0.00, 296.27)
Hazard	(42.80, 0.00, 292.95)
Hazard	(46.73, 0.00, 291.93)
Hazard	(50.01, 0.00, 292.88)
Hazard	(51.32, 0.00, 296.07)
Hazard	(51.73, 0.00, 301.12)
Hazard	(52.44, 0.00, 305.15)
Hazard	(55.63, 0.00, 308.08)
Hazard	(56.62, 0.00, 311.89)
Hazard	(53.46, 0.00, 315.19)
Hazard	(53.57, 0.00, 318.93)
Hazard	(56.68, 0.00, 320.72)
Hazard	(60.23, 0.00, 324.30)
Hazard	(61.15, 0.00, 329.02)
Hazard	(60.11, 0.00, 333.68)
Hazard	(58.93, 0.00, 337.57)
Hazard	(58.37, 0.00, 341.13)
Hazard	(61.44, 0.00, 344.30)
Hazard	(63.62, 0.00, 349.43)
Hazard	(62.98, 0.00, 354.82)
Hazard	(59.89, 0.00, 357.61)
Hazard	(54.13, 0.00, 357.21)
Hazard	(49.11, 0.00, 354.92)
Hazard	(44.79, 0.00, 355.16)
Hazard	(39.83, 0.00, 358.64)
Hazard	(33.80, 0.00, 360.66)
Hazard	(28.88, 0.00, 357.72)
Hazard	(28.58, 0.00, 353.06)
Hazard	(32.00, 0.00, 347.47)
Hazard	(31.30, 0.00, 342.78)
Hazard	(27.97, 0.00, 338.46)
Hazard	(25.57, 0.00, 333.15)
Hazard	(26.59, 0.00, 328.93)
Hazard	(25.37, 0.00, 323.62)
Hazard	(24.21, 0.00, 317.47)
Hazard	(26.94, 0.00, 311.35)
Hazard	(24.15, 0.00, 306.57)
Hazard	(21.90, 0.00, 301.34)
Plane Number_1
OB	(17.55, 0.00, 214.63)
OB	(27.20, 0.00, 212.41)
OB	(37.17, 0.00, 214.93)
OB	(43.62, 0.00, 224.82)
OB	(48.28, 0.00, 238.73)
OB	(51.11, 0.00, 253.08)
OB	(54.42, 0.00, 269.75)
OB	(60.45, 0.00, 294.86)
OB	(65.67, 0.00, 312.68)
OB	(67.98, 0.00, 329.79)
OB	(69.42, 0.00, 346.96)
OB	(72.22, 0.00, 368.13)
OB	(75.23, 0.00, 385.42)
OB	(79.23, 0.00, 402.44)
OB	(84.33, 0.00, 423.40)
OB	(88.66, 0.00, 443.88)
OB	(92.40, 0.00, 462.29)
OB	(98.29, 0.00, 478.05)
OB	(105.84, 0.00, 494.77)
OB	(108.50, 0.00, 512.93)
OB	(107.27, 0.00, 526.08)
OB	(102.92, 0.00, 537.45)
OB	(90.96, 0.00, 545.10)
OB	(78.65, 0.00, 544.10)
OB	(66.76, 0.00, 538.65)
OB	(56.61, 0.00, 532.01)
OB	(52.05, 0.00, 521.84)
OB	(46.72, 0.00, 509.06)
OB	(40.57, 0.00, 494.20)
OB	(36.11, 0.00, 478.67)
OB	(29.91, 0.00, 462.47)
OB	(22.74, 0.00, 447.86)
OB	(18.47, 0.00, 421.86)
OB	(18.22, 0.00, 401.67)
OB	(18.57, 0.00, 386.48)
OB	(17.88, 0.00, 370.53)
OB	(17.83, 0.00, 350.29)
OB	(17.40, 0.00, 331.18)
OB	(16.25, 0.00, 316.98)
OB	(15.78, 0.00, 299.19)
OB	(16.01, 0.00, 289.44)
OB	(14.74, 0.00, 273.59)
OB	(11.81, 0.00, 256.12)
OB	(10.79, 0.00, 240.73)
OB	(11.92, 0.00, 225.10)
