1
Plane Number_0
OB	(309.70, 0.00, -532.06)
OB	(310.48, 0.00, -539.92)
OB	(317.48, 0.00, -549.37)
OB	(325.49, 0.00, -547.61)
OB	(335.87, 0.00, -536.67)
OB	(348.57, 0.00, -528.68)
OB	(362.58, 0.00, -521.87)
OB	(373.30, 0.00, -514.38)
OB	(385.04, 0.00, -506.08)
OB	(393.09, 0.00, -496.66)
OB	(403.61, 0.00, -488.72)
OB	(416.38, 0.00, -482.86)
OB	(428.75, 0.00, -477.81)
OB	(443.95, 0.00, -472.20)
OB	(466.18, 0.00, -464.30)
OB	(481.77, 0.00, -454.57)
OB	(503.07, 0.00, -439.31)
OB	(524.05, 0.00, -426.47)
OB	(540.25, 0.00, -414.29)
OB	(557.89, 0.00, -396.97)
OB	(572.58, 0.00, -385.70)
OB	(587.65, 0.00, -372.71)
OB	(598.10, 0.00, -361.27)
OB	(610.64, 0.00, -350.67)
OB	(621.09, 0.00, -336.61)
OB	(627.12, 0.00, -321.81)
OB	(631.37, 0.00, -312.26)
OB	(633.23, 0.00, -302.16)
OB	(633.69, 0.00, -292.27)
OB	(629.62, 0.00, -281.71)
OB	(624.12, 0.00, -275.35)
OB	(615.12, 0.00, -271.04)
OB	(603.80, 0.00, -273.15)
OB	(590.61, 0.00, -281.36)
OB	(579.22, 0.00, -290.49)
OB	(567.90, 0.00, -300.85)
OB	(558.76, 0.00, -312.81)
OB	(549.29, 0.00, -329.15)
OB	(537.85, 0.00, -346.69)
OB	(530.17, 0.00, -355.11)
OB	(521.53, 0.00, -365.87)
OB	(508.07, 0.00, -376.11)
OB	(496.37, 0.00, -382.96)
OB	(482.33, 0.00, -391.34)
OB	(470.98, 0.00, -397.65)
OB	(458.19, 0.00, -407.66)
OB	(442.23, 0.00, -417.03)
OB	(429.47, 0.00, -428.41)
OB	(420.22, 0.00, -440.24)
OB	(409.40, 0.00, -453.24)
OB	(396.56, 0.00, -462.60)
OB	(386.80, 0.00, -474.47)
OB	(369.73, 0.00, -492.59)
OB	(352.33, 0.00, -507.18)
OB	(341.39, 0.00, -513.79)
OB	(329.55, 0.00, -522.04)
OB	(314.84, 0.00, -526.07)
