3
Plane Number_0
Hazard	(324.97, 0.00, -321.40)
Hazard	(325.16, 0.00, -328.49)
Hazard	(330.05, 0.00, -332.14)
Hazard	(340.38, 0.00, -331.99)
Hazard	(346.46, 0.00, -335.49)
Hazard	(352.87, 0.00, -333.37)
Hazard	(361.12, 0.00, -325.68)
Hazard	(369.02, 0.00, -317.76)
Hazard	(375.56, 0.00, -311.46)
Hazard	(382.51, 0.00, -304.38)
Hazard	(383.32, 0.00, -296.68)
Hazard	(377.84, 0.00, -291.35)
Hazard	(374.53, 0.00, -282.95)
Hazard	(368.13, 0.00, -282.80)
Hazard	(362.34, 0.00, -290.94)
Hazard	(355.54, 0.00, -298.00)
Hazard	(346.66, 0.00, -300.58)
Hazard	(341.09, 0.00, -306.25)
Hazard	(331.65, 0.00, -315.88)
Plane Number_1
Hazard	(444.27, 0.00, -200.87)
Hazard	(442.73, 0.00, -207.99)
Hazard	(441.05, 0.00, -215.79)
Hazard	(441.77, 0.00, -222.57)
Hazard	(443.37, 0.00, -233.68)
Hazard	(443.29, 0.00, -242.49)
Hazard	(444.41, 0.00, -249.01)
Hazard	(448.34, 0.00, -254.79)
Hazard	(457.23, 0.00, -261.73)
Hazard	(465.18, 0.00, -266.62)
Hazard	(476.18, 0.00, -262.19)
Hazard	(489.04, 0.00, -255.60)
Hazard	(501.69, 0.00, -245.64)
Hazard	(511.01, 0.00, -237.12)
Hazard	(520.95, 0.00, -226.17)
Hazard	(523.06, 0.00, -208.95)
Hazard	(522.85, 0.00, -201.72)
Hazard	(518.96, 0.00, -199.58)
Hazard	(511.80, 0.00, -203.38)
Hazard	(500.38, 0.00, -202.41)
Hazard	(486.58, 0.00, -201.89)
Hazard	(475.08, 0.00, -197.83)
Hazard	(464.92, 0.00, -190.89)
Hazard	(453.77, 0.00, -194.24)
Plane Number_2
OB	(93.11, 0.00, -498.85)
OB	(95.42, 0.00, -505.26)
OB	(97.88, 0.00, -512.34)
OB	(103.23, 0.00, -519.06)
OB	(108.66, 0.00, -518.90)
OB	(121.46, 0.00, -511.06)
OB	(135.42, 0.00, -499.55)
OB	(152.10, 0.00, -484.91)
OB	(171.01, 0.00, -469.88)
OB	(193.63, 0.00, -457.31)
OB	(211.29, 0.00, -444.73)
OB	(226.04, 0.00, -434.63)
OB	(240.23, 0.00, -424.51)
OB	(257.21, 0.00, -411.68)
OB	(278.54, 0.00, -398.11)
OB	(297.42, 0.00, -387.66)
OB	(315.70, 0.00, -375.76)
OB	(330.97, 0.00, -362.78)
OB	(343.27, 0.00, -352.38)
OB	(353.60, 0.00, -344.16)
OB	(364.88, 0.00, -336.04)
OB	(378.37, 0.00, -325.61)
OB	(392.25, 0.00, -311.08)
OB	(404.05, 0.00, -299.82)
OB	(415.67, 0.00, -290.67)
OB	(430.50, 0.00, -279.11)
OB	(439.96, 0.00, -271.12)
OB	(449.83, 0.00, -265.03)
OB	(457.21, 0.00, -258.56)
OB	(523.65, 0.00, -208.74)
OB	(533.12, 0.00, -207.90)
OB	(543.96, 0.00, -202.40)
OB	(554.35, 0.00, -190.14)
OB	(559.10, 0.00, -175.62)
OB	(559.31, 0.00, -159.80)
OB	(551.92, 0.00, -143.54)
OB	(538.75, 0.00, -134.29)
OB	(524.71, 0.00, -136.31)
OB	(516.09, 0.00, -148.49)
OB	(506.00, 0.00, -154.75)
OB	(488.54, 0.00, -164.37)
OB	(476.88, 0.00, -174.08)
OB	(462.50, 0.00, -183.11)
OB	(445.12, 0.00, -191.29)
OB	(431.39, 0.00, -199.92)
OB	(416.37, 0.00, -208.62)
OB	(400.52, 0.00, -218.85)
OB	(389.08, 0.00, -232.49)
OB	(383.19, 0.00, -247.14)
OB	(375.11, 0.00, -261.28)
OB	(365.81, 0.00, -275.45)
OB	(352.76, 0.00, -289.37)
OB	(338.95, 0.00, -299.25)
OB	(329.89, 0.00, -308.78)
OB	(320.45, 0.00, -318.93)
OB	(308.13, 0.00, -328.20)
OB	(293.58, 0.00, -332.98)
OB	(280.37, 0.00, -338.72)
OB	(268.06, 0.00, -345.28)
OB	(253.03, 0.00, -352.38)
OB	(237.03, 0.00, -363.64)
OB	(221.20, 0.00, -374.79)
OB	(203.47, 0.00, -385.21)
OB	(188.08, 0.00, -394.37)
OB	(171.47, 0.00, -407.14)
OB	(156.39, 0.00, -420.66)
OB	(143.58, 0.00, -436.00)
OB	(133.40, 0.00, -454.69)
OB	(123.79, 0.00, -468.21)
OB	(109.30, 0.00, -482.01)
OB	(99.72, 0.00, -491.05)
